Professor_ID,Avg_Rating,Total_Ratings,Professor_Name,Department,Would_Take_Again,Avg_Difficulty
2811038,5,7,Jarred Cuellar,Political Science,100%,1.4
2769263,4,4,Elaheh Alimohammad,Engineering,75%,2.3
3005100,1,1,Sandra Moreno,Mathematics,N/A,5
2670563,2.2,5,Ghada Gad,Engineering,40%,2.8
1553847,4.7,3,Alyssa Lang,Graphic Arts,100%,3.7
947591,3.7,44,Ruben Delgado,Management,40%,3.2
2485833,4.1,34,Mary Woods,Engineering,86%,2
2017852,4,31,Preeti  Wadhwa,Management,77%,2.5
932193,4.6,21,Allan Ng,Engineering,95%,2.1
736112,4.2,21,Michael Green,Mathematics,94%,3.4
720531,2.5,18,Haiming Liu,Ethnic Studies,23%,2.5
2426938,3.5,8,Ron Pike,Computer Science,75%,2.1
2590050,3.9,7,Ana Lopez-Roman,Mathematics,72%,3.4
3026771,3,1,Frank Wen,Architecture,100%,3
2225589,4,37,Kevin Autry,Psychology,82%,3.2
2602905,1.6,19,Carlos Castro Candelas,Engineering,11%,4.1
2739290,4.9,13,JoNeen Ohlaker,Education,100%,3
2710033,5,3,Melissa Flicker,Graphic Arts,100%,2.3
2682820,3.1,8,Marc Schulitz,Architecture,50%,3.4
1902992,2.2,22,Carlos Navarrete,Business,28%,4
2280711,4.2,13,Adam King,Mathematics,77%,2.9
2383465,3.9,31,Mohamed Aly,Engineering,71%,3.4
2656867,4.8,24,Carla Stout,Biology,88%,2.1
705550,4.4,19,Brita Olson,Engineering,84%,3.2
2239502,3.8,5,Gabriel Kuri,Engineering,60%,3.6
2686309,1,4,Rita Kumar,Computer Information Systems,0%,5
2554979,4.9,31,Thomas Osberger,Chemistry,94%,2.8
2719667,5,10,Sasha plotnikova,Architecture,100%,2.6
2527954,4.5,31,Jennifer Doucet,Psychology,91%,2.5
2576692,4,8,Dika Handayani,Engineering,63%,2.8
2448588,2.5,58,Ellips Masihi,Engineering,25%,4.3
2002306,2.9,18,Yitong Zhao,Engineering,50%,3.8
2659484,3.7,15,Yong Gan,Engineering,67%,2.4
2705151,5,4,Brian Newman,Theater,100%,3
3024757,3,1,Nadia Shpachenko-Gottesman,Music,100%,2
2224717,1.4,13,Wei Wu,Finance,16%,3.9
2631922,2.8,4,Marie Pitre,Mathematics,25%,3.5
3019867,2,1,Dr.  He,Management,0%,4
2343952,4.4,48,Christopher Stoughton,Political Science,88%,2.3
3023393,3,2,Athena Qualtric,Psychology,50%,3.5
3023396,3,2,Arthur Qualtric,Psychology,50%,3.5
2629609,5,11,Markus Eger,Computer Science,100%,2.7
3023385,3.5,2,Bobby  Tranquillo,Psychology,50%,3
3023381,3,2,Karl Jackson,Psychology,50%,3
3023386,3.5,2,Bonnie Tranquillo,Psychology,50%,3
3023382,3,2,Karla Jackson,Psychology,50%,3
2622479,3.6,7,Nina Briggs,Landscape Architecture,58%,3.7
2152304,3,28,Denisa Chatman-Riley,English,54%,3
2170245,4.6,16,Sarah Harano,English,100%,2.2
702894,2.5,16,Deane Swick,Fine Arts,37%,3.6
2555864,4.3,13,Bradley Hughes,Science,93%,2.4
2490586,5,10,David Kaul,Design,100%,2.3
1093624,1.9,37,Jung Won Mun,Mathematics,13%,4
2816077,4,1,Guadalupe Bernal,Biology,100%,3
3022477,2.5,2,Christopher  Autry,Psychology,50%,3.5
3022719,5,1,Kyle Stilenski,Psychology,100%,4
1825855,2.6,13,Alvin Lappin,Biology,40%,4.8
2412834,2.6,11,Craig Goralski,Anthropology,37%,4
2639206,5,19,Sangho Lee,Finance,100%,2.6
2036379,4.9,13,Edward  Jo,Biology,100%,2.6
2951453,5,5,Kimberly SantaBarbara,Health Science,100%,1
2292591,2.4,14,Olga Di Franco,Marketing,29%,3.4
2184977,4.2,13,Juanita Jellyman,Biology,77%,3.9
1264640,1.8,12,John Tulac,Law,0%,3.9
2602522,4.3,10,Lydia Shah,Business,80%,2.4
2113466,3.8,30,Douglas Durrant,Biology,66%,3.8
1703762,2.4,21,Ernest Roumelis,Geology,20%,4.1
2980778,1.8,6,Sona  Gevorkyan,Architecture,17%,4.5
2454680,4.3,13,Jose Rocha-Rangel,Science,85%,1.9
12206,2.9,23,Patricia Hale,Mathematics,43%,3.7
2241943,3.6,14,Manuel Diaz,Ethnic Studies,65%,2.9
2347985,3.3,13,Cole Frazier,Biology,62%,2.7
2499292,4.8,16,Sook Kim,Management,100%,2.8
2476983,5,12,Erik Froyen,Agriculture,100%,1.8
2768676,5,5,Moosgar Borieux,Psychology,100%,2.6
486780,3.9,41,Frank Ives,Mathematics,64%,2.8
2712531,4.8,14,Rui Bautista,Mathematics,100%,3.1
2837881,3.9,12,John Mortensen,Electrical Engineering & Computer Science,84%,2.6
1535721,3.6,22,Myriam Casimir,Education,60%,3.1
2919020,3.3,4,Steven Steven Lacoste,Music,50%,1.8
413188,2.2,42,Rose Martin,Accounting,14%,4.1
2543685,3.4,29,Austin Shockley,Psychology,59%,2.5
2358089,4.4,23,Arielle Leonard,Communication,83%,2.6
2412297,4.5,21,Li Ge,Hospitality,91%,2.1
1728204,3.8,19,Neha Singh,Hospitality,78%,1.7
2058220,4.4,15,Wan Yang,Hospitality,86%,2.3
2980722,4.7,3,Benjamin Yeung,Engineering,100%,1.7
658737,2.9,35,Paul Sarmas,Finance,35%,3.9
2698843,3.9,27,Roula Chawi,Business,71%,2.6
2936346,2.5,10,Dilshani Jayasundara,Engineering,50%,3.9
2855092,3.3,3,Jacinto Munoz,Finance,67%,4
2602973,4,1,Shu Shang,Business,100%,4
973022,4.8,28,Don St. Hilaire,Hospitality,92%,2.9
2894377,2.1,10,Tung Lam,Engineering,20%,3.2
2174273,3.9,8,Mehrad Kamalzare,Engineering,75%,2.6
2936037,4.5,4,Michael Fam,Engineering,100%,2
2949997,5,4,Masis Markossian,Engineering,100%,1.5
3015589,5,2,Nathan Jo,Engineering,100%,1.5
2822039,4.3,7,Youssef Sawires,Engineering,86%,3
2851759,2.4,9,Zhe Qu,Engineering,34%,3.3
2104236,4.6,26,Navid Nakhjiri,Engineering,89%,3.9
2348979,2.8,20,Payam Parsa,Engineering,35%,3.6
3017793,5,1,Diana Castillo,Biology,100%,2
2628235,2,8,Anne Wohlcke,History,63%,1
3017480,5,1,Brandon Brown,Business,100%,2
2603088,3.9,16,Carina Giorgi,Sociology,57%,3.2
486785,2.4,34,Christina Chavez,Education,11%,4.2
2262346,2.2,25,Lin Ong,Business,28%,4.4
2846418,5,19,Kyndall Ting,Engineering,100%,1.5
2753018,1.7,17,Lawrence Edwards,Communication,18%,4.5
2834787,3.4,15,Tierra Ellis,Psychology,54%,3.5
2382859,4,6,Armando Fuentes,Engineering,84%,2
678736,3.6,6,Phillip Rosenkrantz,Engineering,67%,2.2
2833390,4.3,4,Nicole Brown,Engineering,100%,3.3
2601336,4,3,Abdul Rashidi,Science/Engineering,67%,2.3
2826855,3.7,3,Jeffrey Visava,Engineering,67%,2.7
2910905,2.5,2,Dean Davis,Management,50%,4
2966921,4,2,Ai Sharbat,Engineering,50%,2
2655066,4.5,2,Kazem Majid Sadeghi,Engineering,100%,1.5
1103296,2.8,16,Parham Piroozan,Mechanical Engineering,70%,3.7
2153945,4.4,10,Denise Garretson,Mathematics,90%,2.9
2351330,3.9,7,Jason Mandala,Engineering,86%,3
1019637,2.4,5,John Caffrey,Engineering,40%,4
2768724,4.8,4,Wendy Bendoni,Business,100%,2.5
2559131,3,2,Yasser Salem,Engineering,50%,3
2118713,4.9,26,Omar Mora,Engineering,96%,2.3
1729548,5,20,Mohsen Moayedi,Political Science,100%,2.3
2320786,3.5,17,Jocelyn Pacleb,Ethnic Studies,83%,2.5
702891,3.8,13,Faye Wachs,Sociology,75%,3
2691836,2.9,8,Pavitra Kavya,Communication,50%,2.5
2832411,4,5,Garet Ammerman,Architecture,60%,3.6
2832397,4,3,Katrin Terstegen,Architecture,67%,3.3
2794638,5,2,George Suzuki,Engineering,100%,3
1958356,4.8,28,Trayan Kushev,Business,100%,2.4
2117024,3.7,24,Erica Morales,Sociology,70%,3.1
2563755,2,18,Ildar Salakhutdinov,Physics,34%,2.9
2518350,4.9,7,James Blair,Anthropology,100%,1.7
2565234,4.8,5,Rebecca Haussling,Management,100%,1.4
2497770,4,4,Rakesh Mogul,Chemistry,100%,3.3
3016660,1,1,George Proctor,Architecture,0%,5
2449398,3.1,29,Afsaneh Nouri Houshyar,Business,56%,3
1702075,2.4,21,Lawrance Edwards,Communication,15%,4.6
2936717,4.8,4,David Nunes Solomon,Architecture,100%,2.5
2579436,5,4,Tiffany Lim,Biology,100%,1.8
1516272,3.1,52,Todd Tippetts,Chemistry,52%,3.5
2186058,1.9,33,Henry Rodriguez,Engineering,22%,4.1
2569850,4.4,28,Brian Ramirez,Engineering,90%,3.5
1846633,3.9,18,Tim Rogstad,Engineering,71%,2.8
2691995,1.9,15,Kathiravetpillai Sivathasan,Engineering,14%,4.3
2622315,4.5,15,Rachael Hill,History,87%,2.5
2627550,2.8,10,Ericsson Marin,Computer Science,50%,3.2
2823587,5,5,Homin Choi,Engineering,100%,3.2
2321925,4.8,20,Frank Ewers,Biology,100%,2
2869542,3.2,6,Elvia Cortes,Education,50%,2.7
2595255,4.7,6,Alfredo Lopez,Engineering,100%,3
12200,4.9,16,Laurie Riggs,Mathematics,100%,2.3
2634143,4.2,13,Coral Wheeler,Physics,70%,2.9
2837879,4.2,6,Steven Lee,Finance,84%,1.7
1632481,3.6,17,Aileen Nguyen,Mathematics,50%,3.9
2023356,2.5,14,Stephan Campbell,History,46%,3.4
2586364,4.9,12,Javad Seif,Engineering,100%,2.6
847107,4.6,11,Deborah Brazeal,Business,100%,1.5
2871079,4.8,6,Bianca Haro,Sociology,84%,2.7
2976937,5,2,Mathieu Leger,Biology,100%,1.5
3003470,5,1,Suzette  Love,Education,100%,3
2226891,4.2,19,Nancy Kyes,Education,74%,1.6
858571,3.9,17,Xiaohui Xu,Management,67%,2.5
2688921,2.4,8,Reza Karimi,Engineering,50%,2.4
2527136,2.2,33,Rebecca Younathan,Mathematics,31%,4.3
2815600,2.5,11,Dora Lopez,Ethnic Studies,37%,2.4
947588,2.6,9,Jae Myong Lee,Hospitality,50%,2.8
2599439,3.1,9,Min Yoo,Sociology,45%,3.7
3014390,5,1,Caleb Sandoval,Biology,100%,1
628843,4.3,47,Mariusz Ozminkowski,Communication,82%,2.2
1385342,2.9,31,Edward Perez,Hospitality,30%,3.8
2260637,4.4,14,Maryam Tngrian,Agriculture,86%,1.9
2644229,2.9,7,James Rietveld,History,58%,2.4
3014373,5,1,Peter George,Hospitality,100%,3
2293152,3,21,Atsushi Kukita,Management,58%,4.1
1991050,2.2,9,Jason Gurtovoy,Economics,29%,3.9
2387114,4.4,20,Whitney Mannies,Political Science,90%,2.6
2259943,4.7,17,Marguerite Mulhall,Agriculture,95%,1.9
1943004,4.2,16,Yu Sun,Computer Science,88%,2
2514305,5,14,Iman Hemmatian,Business,100%,2.6
2936952,5,3,Helen Trejo,Apparel Merchandising,100%,1.7
2238465,4.2,32,Antonio Gallardo,Business,91%,2
2292600,4.5,15,Alan Moss,Agriculture,94%,1.6
2789462,4.3,4,Andrew Lords,Architecture,100%,3.3
1841908,4.4,23,Rachel Van,History,93%,2.8
2234938,4.1,15,Fereshteh Amin,Management,74%,2.4
2433842,4.3,13,Estela Ballon,Education,93%,2.2
2628965,4.5,10,Anushi Seneviratne,Education,90%,2.1
2420475,4.4,9,Melody Wallace,Agriculture,89%,3.2
2510845,4.1,7,Donna Williamshill,Agriculture,86%,3.3
2627435,4.3,6,Jie Sun,Hospitality,84%,2.8
702892,4.3,4,Bernardo Solano,Film,67%,1.5
1992243,3.8,39,Dennis Lopez,Ethnic Studies,76%,1.6
2627947,3.2,6,Philip Pregill,Landscape Architecture,50%,2.3
1002114,4.8,33,Murniz Coson,Political Science,100%,1.6
3009223,5,1,Jade Morris,Biology,100%,2
633787,4.2,17,Peter Ross,Philosophy,80%,2.8
2187796,3,13,Joshua Robles,Mathematics,54%,3.5
2677205,4.7,7,Denis Iurchenko,Business,100%,2.4
2088074,4.1,16,Deirdre Carlock,Business,88%,2.1
1726745,2.8,12,Alexander Small,Physics,56%,3.6
2461801,4.9,8,Thomas Luer,Music,100%,1.5
2925222,5,2,Matt  Capobianco,Chemistry,100%,2
3004254,1,1,John Rodriguez,Mathematics,0%,5
1879821,4.6,28,James Bassett,Management,85%,1.7
1908220,3.7,41,Cynthia Sanchez,Biology,70%,2.4
2427208,2.5,10,Isabel Bustamante,Languages,70%,2.5
2874450,5,2,Christopher Travers,Geology,100%,1.5
1956107,3.7,40,James Oakley,Business,69%,3.2
2966542,5,5,Nathalia Barajas,English,100%,2.4
2208856,3.9,18,Craig McLaren,Economics,78%,2.8
2238951,5,38,Benjamin Lehan,Agriculture,100%,2.4
454681,2.1,36,Sander Eller,Computer Science,30%,2.7
2557162,2.2,18,Sepeedeh Ahadiat,Accounting,28%,3.4
2644824,1.5,6,Matthew Mulyanto,Business,17%,3.3
2938347,3.8,6,Lawrence Chan,Business,67%,2.5
2559292,4.3,3,Xiomara Tapia,Business,100%,2
992760,4.1,18,William Foley,Accounting,86%,3
966992,4.1,16,Mitchell De Jarnett,Architecture,89%,3.5
2378173,3,9,Mary Jones,Biology,34%,2.8
2701113,4.6,8,Arshang Ferdosian,Business,100%,3.4
3004574,5,1,Zoe Walker,Biology,100%,1
2961423,5,1,Seth Ricarte,Economics,100%,1
2598370,2.8,4,Sidney Robinson,Communication,50%,3
3003258,4,1,Micheal Thompson,Mathematics,100%,3
2292119,4,5,Michael Slaughter,History,80%,2.6
360005,4.5,54,Randall Swift,Mathematics,81%,3.4
2203593,2.7,31,CheukKeung Yam,Engineering,39%,2.8
2869998,3.6,5,Hassanpour Pezhman,Engineering,60%,3.6
2861017,5,1,Jonathan Redman,Sociology,100%,2
1088756,2,2,Bruce Kennedy,Animal Science,0%,3
721129,2.6,12,Jeffrey Mio,Psychology,45%,3.8
2835756,4.5,8,Stanley Baran,Electrical Engineering & Computer Science,100%,2.8
2689011,4,4,Jenny Feng,Business,100%,3
2912218,4.8,4,Ever Vargas,Architecture,100%,2.8
2462205,2.9,8,Md Moniruzzaman,Computer Information Systems,50%,2.9
2494111,4.3,14,Kate Ozment,English,86%,3.4
2793448,4.9,7,Tristan Sherman,Engineering,100%,2.4
369954,4.8,8,Peter Yates,Music,100%,3.4
2743075,2.8,4,Hassan Rejali,Engineering,50%,4.8
2904753,3.5,2,Arthur Winer,Music,100%,2
2982412,5,1,Brian Hsieh,Graphic Arts,100%,3
2989323,4,1,Yalil Guerra,Music,100%,1
1633109,1,3,Barbara Gill-Mayberry,English & Languages,0%,4.7
2978241,4.5,2,Matthew Capobianco,Chemistry,100%,2.5
765916,3.6,14,Desmond McVay,Graphic Arts,0%,3.8
2984544,1.5,2,Leslie Sydnor,Architecture,0%,4
496127,4.9,15,John Biddle,Engineering,100%,2.6
1548624,2.5,21,Salam Salloum,Computer Science,36%,3.1
618913,2.6,56,Hao Jian,Liberal Studies,44%,2.6
794288,2.5,43,Hassan Hefzi,Accounting,28%,4.5
2321960,4.2,12,Dina Papachristou,English,84%,2.3
2289445,3.4,5,Kevin Finch,Landscape Architecture,60%,3.4
2926178,1.7,3,Ernesto Perez,Landscape Architecture,0%,3.3
2342656,1,5,Namakkal Krishnan,Business,0%,4.2
1979849,3.8,6,Heather Wizikowski,Education,60%,3.5
2710593,4.3,6,Megan Samaniego,Education,84%,2.7
2888989,5,3,Pedro Molina-Portillo,Chemistry,100%,2.3
2550045,5,5,Eric Breslau,Biology,100%,2.4
2971267,5,3,Christopher Giamarino,Urban & Regional Planning,100%,1.7
2983151,5,1,Shihtang Hwu,Economics,100%,3
2410369,5,2,Yan Liu,Chemistry,100%,3
2752012,4.5,8,Jocelyn Tucker,Education,100%,2.1
2888366,5,4,Rachel  Blakey,Biology,100%,2.3
344083,3.7,37,Lori Barker,Psychology,54%,3.2
812857,3.3,32,Jodye Selco,Science,54%,4
2473401,2.4,14,Joseph Casalnuovo,Chemistry,43%,4.6
2352565,2.8,14,Kassem Al-Azem,Mathematics,50%,3.6
2258477,3.3,23,Dominick Atanasio,Computer Science,61%,3.4
2059799,2.2,9,Zhongming  Ma,Computer Science,34%,2.6
2675976,2.3,6,Weian Liu,Science/Engineering,34%,4
2652014,4.4,5,Andrew Murphy,Engineering,80%,2.8
2890451,3.3,3,Joseph Cipriano,Chemistry,67%,3.7
2982110,2,1,Roger Neill,Music,0%,3
2054380,3.4,25,Robert Alexander,Architecture,64%,3.2
2956037,4,1,Kyunghoon Lee,Engineering,100%,1
2642300,4.6,13,Oladimeji Salako,Mathematics,85%,3
483680,4.6,22,Renford Reese,Political Science,100%,2.3
628813,4.5,12,Ken Hansen,Education,100%,2
817159,1.9,20,Stella Manley,Languages,17%,3.4
1780726,3.2,46,Stephanie McKinney,History,49%,3.5
1694864,4.1,17,John Rock,Mathematics,80%,3.3
2552590,1.9,11,Elif Ozkaya,Business,28%,2.6
2283653,4.1,11,Lauren Furey,Communication,82%,3.3
2726452,5,11,David Lee,Mathematics,100%,1.7
2385509,4.3,16,Jason Turcotte,Communication,82%,3
2353296,4.7,24,Teresa Lloro,Liberal Studies,96%,3
2373910,1.4,13,Tai Kieu,Engineering,31%,3.2
906089,3.5,6,Lloyd Lee,Engineering,34%,2.2
2907400,3,2,Reuben Kimwomi,Chemistry,100%,3
2727319,3,5,Johanna Garcia,Engineering,60%,2.8
2932994,5,1,Robyn Robyn Reed,Architecture,100%,2
2123415,3.2,23,Darryl Henry,Philosophy,60%,3.1
2907187,3,1,Grace Meigs,Mathematics,100%,3
2978402,4,1,Andri Luescher,Architecture,100%,3
2104242,4.6,21,Han Nguyen,Engineering,100%,3
2355091,4.6,14,Nichole Dwyer,Design,93%,2.1
2016719,3.1,23,Verica Clark,Accounting,55%,3.9
2342612,2.8,12,Wardak Soorgul,Engineering,34%,2.8
2352831,4.9,29,Cory Scott,Management,100%,1.6
2853771,1,1,Sandra Banzon,Biology,0%,3
2264678,5,11,Peter Olson,Education,100%,1.8
906295,4.7,8,Lise-Helene Smith,English,100%,2.8
1254754,2.8,17,Kent Dickson,Languages,40%,3.4
1635844,1.6,12,Mathew Mulyanto,International Bus. & Marketing,17%,3.2
2816994,3.8,5,Diana Linden,Art History,60%,2.8
2975541,4,1,Patrica Butz,Art History,100%,3
2108560,3.6,9,Kristen Prins,English,58%,3.2
2567878,4.8,8,Alyssa Kermad,English,100%,3.1
2397336,3.8,15,Mary Anne Mendoza,Political Science,74%,3.3
2823536,5,6,Aishwary Kumar,History,100%,2.2
2031753,3,19,Jeanne  Marshall,Geography,43%,3.3
2511113,3.4,5,Maria Sviridova,Architecture,80%,3.2
2739295,5,3,Miachelle Andrade,Education,100%,2
2448590,2.3,11,Cherng-Shii Yeh,Engineering,37%,3.4
2386125,4.8,10,Ante Perkov,Finance,90%,1.9
2562594,3.5,2,Sangeeta Shrivastava,Culinary Arts,50%,1
2266222,4,10,Corwin Aragon,Philosophy,80%,2.5
2499799,4.8,9,Joshua Cafferty,Sociology,100%,3.1
2511115,5,6,Noam Saragosti,Architecture,100%,3
2958948,5,1,Fausto Cattani,Engineering,100%,2
2809977,2,10,Lee Tharachai,Biology,10%,3.9
2132451,4.5,6,Liza Harwell,English,100%,2.5
2972755,3,1,Anais  Alvarado,Chemistry,0%,5
2973050,5,1,John Bohn,Architecture,100%,4
953180,4.1,56,Jeffrey (Jeff) Carman,English,83%,2.5
1256210,1.6,36,John Ding,Philosophy,14%,4.4
273431,3.4,21,Fernando Parra,Social Work,100%,2.6
2466212,3.9,20,Jessica Journeay,Communication,75%,2.9
2562061,3.9,19,Nathanael Iverson,Biology,69%,3.6
2098189,4.4,16,David Towbin,Law,100%,3.4
2553920,4.4,9,Stephen Osborn,Geology,100%,3
2693433,4,9,Jason Ear,Biology,78%,3.8
2843849,4,8,Yunsheng Wang,Computer Science,75%,2.9
2896911,2.5,2,Suri Gurmurthi,Business,50%,3.5
1182192,4.8,7,Angel Valdes-Gallego,Biology,100%,2
2725246,4.7,7,Margarita Rossoni,Graphic Arts,86%,3.1
2553813,3.8,5,Devora Orantes,Fine Arts,60%,3
2865635,1,4,Chandrasekhar Putcha,Engineering,0%,3.3
2857290,2,3,Ralph Acosta,Design,0%,3.7
2932939,3,1,Lee Schuh,Finance,100%,2
2971834,5,1,Sara Witt,Biology,100%,3
2381028,1.8,19,Nastaran Simarasl,Business,11%,4.4
2221857,4.5,13,Amalia Llombart,Languages,93%,2.5
2478173,4,9,Sungsik Yoon,Hospitality,67%,3
2499045,1.8,18,Yishuang Li,Apparel Merchandising,23%,4.2
442265,3.4,14,Shahnaz Lotfipour,Education,100%,3.1
2449028,4.9,13,Ryan Brown,English,100%,2
2497591,4.4,10,Mzilikazi Kone,Political Science,90%,2.4
2639874,4.8,8,Ali Shafiee,Engineering,100%,2.6
2587124,5,3,Marissa Pitts,Theater,100%,1.7
2512667,2.6,18,Matthew Mcmahon,Finance,39%,4.2
2739287,1.8,5,Mastaneh Hazegh,Education,0%,3.8
2476664,2.5,2,Thomas Huang,Computer Science,50%,3.5
2403097,4.9,15,Amy Dao,Anthropology,100%,2.4
2716210,4.3,6,Wen Cheng,Engineering,84%,2.3
2921135,5,3,Jacob Castaneda,Engineering,100%,2.3
2906950,4.5,2,Alejandro Rodriguez,Science/Engineering,100%,3
2921687,5,1,Denis  Lurchenko,Management,100%,1
2380526,3.2,53,Tony Lin,Engineering,76%,3.4
2701541,4.9,7,Briana Smith,Agriculture,100%,1.1
2118012,4.5,6,Rachel Flores,Agriculture,80%,2.5
2727109,5,2,Kathryn Daniels,Sociology,100%,2
2967755,1,1,Christina Chavez- Reyes,Liberal Studies,0%,5
257443,3.7,26,Karen Russikoff,English,39%,3.4
2484581,3,13,Nasrollah Ahadiat,Accounting,54%,3.9
2679756,3.4,9,Melinda Baumgarten,Design,67%,3
2135228,1.9,8,Chester Tadeja,Education,25%,3.3
368154,4.2,20,Dewey Hall,English,78%,2.8
2651503,3.6,9,Jared Oakley,Business,67%,3.6
2627228,4.4,9,Christine Wieseler,Philosophy,89%,2.2
2325354,4.3,9,Gabriele Plickert,Sociology,100%,3.1
2892033,3.3,4,Soon Jang,Liberal Studies,50%,3.8
2926960,5,4,Lino Mercado-Esquivias,Engineering,100%,2.8
2448396,4.3,7,Gabriela Florido,Mathematics,86%,2.9
2522432,1.8,16,Lajpat Raheja,Computer Science,13%,4.1
2899338,5,5,Sandra Dansereau,Biology,100%,1.2
1912372,2.8,22,John Miller,Finance,39%,3.6
2628877,4.6,9,Klarize Medenilla,Communication,89%,2.8
1988450,3.5,12,Elke Tetschner,Agriculture,60%,2.8
2857022,5,1,Katrina Lam,Biology,100%,2
2957765,1,1,Jaime Ne,Biology,0%,3
2722852,5,4,Meghan Jeffus,Biology,100%,1.3
2648092,4.2,9,Vanessa Hernandez,Mathematics,78%,3
1642441,2.9,7,Chitra Dabas,Apparel Merchandising,25%,4
2354091,4.4,7,Giselle Navarro-Cruz,Education,100%,3.3
2904655,4.7,3,Evan Ware,Music,100%,2
2843439,2.9,9,Liza Taylor,Political Science,34%,4.4
2551478,4.7,6,Huy Pham,Engineering,100%,2.5
2314682,1.4,10,Jae Jung,Business,0%,3.5
369957,4,12,Janine Riveire,Music,100%,2.4
1297560,3.7,9,Michael Millar,Music,67%,2.3
2396572,4.8,6,Matthew Maas-Rodriguez,Physical Education,100%,1
2384936,4,10,Kinga Matusik,Health Science,70%,2.4
1270031,2.7,7,Michael Liang,Kinesiology,50%,2.6
2909769,4.5,2,Maria Anzaldo,Sociology,100%,1
54025,3.6,19,David Speak,Political Science,63%,3.4
2444355,4,16,Hyungchul Han,Agriculture,88%,3.2
2380031,1.9,7,Ivan Rios,English,17%,4.1
2120863,3.5,4,Nicole Hammock,Agriculture,34%,2.5
2596869,4.9,12,Maureen Hickey,Anthropology,100%,1.4
2097638,4.7,15,Paula Solano,Theater,93%,1.5
804317,4.3,8,Jeanny Liu,Marketing,50%,2.1
2451474,4.8,8,Anna Soper,Agriculture,88%,1.9
2321555,4.6,9,Samantha St. Claire,English,89%,2.3
648945,1.8,31,Majed Muhtaseb,Finance,22%,4.7
2586292,5,4,Eileen Wallis,History,100%,2
819730,2.8,14,Jeremy Busacca,Political Science,0%,4.2
199442,3.6,23,Dennis Quinn,History,55%,2.9
496098,2,24,Peter Anderson,Hospitality,10%,3.3
2265772,4.3,9,Scott Kim,Hospitality,89%,1.9
2270550,5,5,Jennifer Morgan,Hospitality,100%,1.8
2935550,1,1,Kristin  Watmore,Geology,0%,5
2382931,4.9,8,Victor Dosti Dosti,Finance,100%,2.9
2927805,3.7,6,Shivam Doshi,Engineering,84%,3
2626335,3.7,12,Elisha Fogle,Hospitality,67%,3.5
2715803,2.7,21,Sen Wang,Computer Science,43%,3.3
1879958,2.6,9,Jiangning Che,Agriculture,29%,3.4
1511931,3.9,6,Nicole Berry,Chemistry,0%,3.8
2739627,4.5,6,Ryan Aniceto,Mathematics,84%,3
2864707,5,2,Sara Hirata,English,100%,2
2029883,4.6,28,Jose Aguilar-Hernandez,Ethnic Studies,91%,3.3
2724685,4.5,6,Kevin Colangelo,Science/Engineering,100%,2
2601112,1.3,14,Michael Karyeaclis,Engineering,0%,4.2
2746601,2.3,21,Julisa McCoy,Sociology,39%,3.8
2339692,5,6,Holly Reynolds,Education,100%,2.7
2892924,1,1,Kheng  Ly-Hoang,Education,0%,5
2371124,4.6,5,Jimmy Risk,Mathematics,80%,2.8
2604832,5,1,Jeyoung Woo,Engineering,100%,4
2614583,4.3,3,Sam Clovis,Architecture,67%,3.7
2914693,3,2,Giovanni Fruttaldo,Architecture,50%,4.5
1975325,2.5,20,Israel  Castro,Mathematics,18%,4.1
1691183,4.1,8,Bryant Frank,Business,86%,3
2530507,1.6,11,Faryha Salim,Communication,28%,4.7
2797514,5,3,Gonzalo Avila,Education,100%,2
2769873,4.7,3,Thora Giallouri,Political Science,100%,2.7
2910534,3.3,3,Yi (Fionna) Xie,Agriculture,67%,2.7
2780054,1.9,9,Algis Marciuska,Engineering,12%,3.9
1040505,4,19,John Wallace,Marketing,70%,2.5
1043255,1.3,43,Farrok Ghazanfari,Finance,0%,4.4
2877743,5,1,Yasmeen  Halabi,Mathematics,100%,2
1883475,4.4,24,Jennifer Bjerke,Geography,95%,2
2679739,5,10,John Taylor,Biology,100%,1.7
2653222,2.2,5,Michael Pina,Science,40%,3.8
1830104,5,2,John Touhey,Education,100%,2
2599360,4.6,5,Larissa Fields,Biology,100%,2.8
2900344,4.8,4,Eva  Grello-Nakas,Graphic Arts,100%,2.3
2916986,5,1,Michael Williams,Biology,100%,1
2250439,1.7,3,Carlos Candelas,Engineering,34%,4
2646035,4.5,13,Elias Wilson,Engineering,93%,1.9
2868344,4.5,2,Sherry  Basily,Engineering,100%,1.5
2532515,3.5,12,Denise Kennedy,Education,67%,3.5
2185296,4.4,8,Zack Naiyer,English,88%,2.6
2350657,3.4,7,Juan Nava,Engineering,58%,3.6
2836418,4.2,5,He Jiang,Mathematics,80%,3.4
2383511,2.2,14,Srikanth Venkatesan,Information Science,36%,2.9
1029574,2.7,7,A Wohlcke,History,0%,2.7
2531869,4.3,17,Joseph Dietrich,Political Science,95%,2.4
2794884,5,7,Pedro Molina,Chemistry,100%,2.1
911575,3.6,28,Georgia Mickey,History,65%,3
1225616,3.3,19,Subodh Bhandari,Engineering,63%,3.6
2577005,4.3,12,Edward Watson,Sociology,84%,2.8
927022,4.1,11,Amanda Podany,History,80%,2.4
850644,4.1,14,David Bogumil,Sociology,67%,2.4
2281602,1.8,12,Suzanne Scholz,Marketing,17%,2.8
